GazePointX	GazePointY	RecordingTimestamp	Duration
1031.6364	489.27274	0	226
607.3333	530.3333	283	43
594.25	525.125	363	142
461.5	492.0	1878	62
855.625	478.25	1997	143
726.8889	482.8889	2196	163
979.7692	478.46155	2396	242
237.66667	564.6667	2695	43
231.2	569.8	2774	83
560.2222	541.2222	2894	163
650.5714	533.9286	3093	263
517.6667	552.0	3392	43
273.33334	698.55554	3512	163
522.625	694.875	3791	143
14
