GazePointX	GazePointY	RecordingTimestamp	Duration
653.25	213.75	205	63
656.2222	206.66667	304	163
653.8	211.0	504	82
331.33334	573.3333	723	43
332.25	575.5	803	62
213.625	280.625	1022	142
262.0	556.75	1321	63
423.0	188.33333	3095	43
421.77777	180.44444	3175	162
419.77777	175.11111	3374	163
203.33333	139.33333	3733	43
217.0	214.4	3892	83
12
