RecordingTimestamp	GazePointIndex	GazePointXLeft	GazePointYLeft	CamX(L)	CamY(L)	DistanceLeft	Pupil(L)	Validity(L)	GazePointXRight	GazePointYRight	CamX(R)	CamY(R)	DistanceRight	Pupil(R)	Validity(R)	Fixation	GazePointX	GazePointY	Event	EventKey	Data 1	Data 2	Description
583	30	657	214	0.697	0.218	563.947	4.679	0	655	215	0.402	0.214	567.770	4.293	0	1	654	211	 	 	 	 	 
603	31	460	421	0.698	0.218	563.943	4.777	0	476	401	0.406	0.214	567.767	4.466	0	 	 	 	 	 	 	 	 
623	32	339	555	0.700	0.218	563.941	4.706	0	347	543	0.408	0.213	567.765	4.490	0	 	 	 	 	 	 	 	 
643	33	325	556	0.701	0.216	563.941	4.719	0	342	547	0.409	0.210	567.765	4.475	0	 	 	 	 	 	 	 	 
663	34	319	553	0.702	0.213	563.941	4.689	0	331	547	0.409	0.207	567.765	4.481	0	 	 	 	 	 	 	 	 
683	35	247	641	0.702	0.211	558.930	4.610	0	265	659	0.409	0.203	554.538	4.389	0	 	 	 	 	 	 	 	 
703	36	325	574	0.703	0.209	558.931	4.665	0	343	572	0.410	0.200	554.539	4.357	0	2	331	575	 	 	 	 	 
723	37	323	593	0.704	0.207	558.931	4.689	0	346	574	0.410	0.197	554.539	4.374	0	2	331	575	 	 	 	 	 
743	38	317	580	0.704	0.206	558.931	4.656	0	342	548	0.410	0.195	554.539	4.365	0	2	331	575	 	 	 	 	 
763	39	321	591	0.704	0.204	558.931	4.673	0	341	555	0.410	0.193	554.539	4.295	0	2	331	575	 	 	 	 	 
783	40	320	603	0.703	0.203	556.844	4.661	0	344	557	0.409	0.191	550.838	4.269	0	2	331	575	 	 	 	 	 
803	41	328	589	0.702	0.202	556.844	4.657	0	343	574	0.408	0.190	550.838	4.334	0	2	331	575	 	 	 	 	 
823	42	322	585	0.701	0.201	556.844	4.649	0	342	562	0.407	0.189	550.838	4.318	0	2	331	575	 	 	 	 	 
843	43	322	589	0.700	0.201	556.844	4.653	0	338	560	0.405	0.189	550.838	4.335	0	2	331	575	 	 	 	 	 
862	44	325	585	0.698	0.202	556.844	4.615	0	340	564	0.403	0.189	550.838	4.254	0	2	331	575	 	 	 	 	 
882	45	323	586	0.696	0.202	555.302	4.596	0	339	558	0.401	0.190	550.210	4.239	0	2	331	575	 	 	 	 	 
902	46	290	511	0.694	0.202	555.301	4.598	0	307	430	0.399	0.190	550.209	4.212	0	 	 	 	 	 	 	 	 
922	47	238	294	0.692	0.198	555.300	4.599	0	226	275	0.398	0.187	550.207	4.225	0	 	 	 	 	 	 	 	 
942	48	250	322	0.690	0.198	555.300	4.582	0	223	294	0.396	0.188	550.207	4.190	0	 	 	 	 	 	 	 	 
962	49	248	316	0.688	0.198	555.300	4.554	0	215	288	0.393	0.189	550.207	4.144	0	 	 	 	 	 	 	 	 
982	50	209	167	0.686	0.198	563.680	4.612	0	151	166	0.391	0.189	559.343	4.202	0	 	 	 	 	 	 	 	 
1002	51	251	297	0.684	0.197	563.681	4.575	0	197	270	0.389	0.189	559.343	4.161	0	3	211	280	 	 	 	 	 
1022	52	244	282	0.683	0.197	563.681	4.547	0	198	269	0.387	0.189	559.343	4.118	0	3	211	280	 	 	 	 	 
1042	53	243	288	0.682	0.196	563.681	4.543	0	196	278	0.387	0.188	559.343	4.065	0	3	211	280	 	 	 	 	 
1062	54	241	287	0.682	0.195	563.681	4.528	0	196	284	0.387	0.187	559.343	4.022	0	3	211	280	 	 	 	 	 
1082	55	229	263	0.682	0.194	569.122	4.551	0	191	276	0.387	0.187	562.802	3.999	0	3	211	280	 	 	 	 	 
1102	56	239	272	0.682	0.194	569.123	4.540	0	187	287	0.387	0.186	562.802	4.001	0	3	211	280	 	 	 	 	 
1122	57	228	266	0.682	0.194	569.122	4.493	0	189	297	0.387	0.185	562.802	4.003	0	3	211	280	 	 	 	 	 
1142	58	247	287	0.682	0.193	569.123	4.460	0	178	291	0.387	0.185	562.802	3.960	0	3	211	280	 	 	 	 	 
1161	59	238	260	0.682	0.192	569.123	4.421	0	178	308	0.387	0.184	562.802	3.960	0	3	211	280	 	 	 	 	 
1181	60	239	266	0.683	0.192	567.493	4.368	0	168	297	0.387	0.184	568.019	3.982	0	3	211	280	 	 	 	 	 
1201	61	240	263	0.683	0.190	567.493	4.403	0	174	285	0.388	0.183	568.019	3.925	0	3	211	280	 	 	 	 	 
1221	62	240	262	0.683	0.189	567.493	4.381	0	169	297	0.388	0.181	568.019	3.901	0	3	211	280	 	 	 	 	 
1241	63	216	386	0.683	0.190	567.492	4.337	0	190	411	0.389	0.183	568.019	3.858	0	 	 	 	 	 	 	 	 
1261	64	240	471	0.683	0.191	567.493	4.345	0	-1280	-1024	0.683	0.191	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1281	65	244	537	0.684	0.191	559.093	4.256	0	-1280	-1024	0.389	0.185	-1.000	-1.000	4	4	262	555	 	 	 	 	 
1301	66	259	482	0.684	0.191	559.093	4.277	0	264	613	0.390	0.183	554.649	3.753	0	4	262	555	 	 	 	 	 
1321	67	266	507	0.685	0.192	559.093	4.272	0	271	608	0.391	0.184	554.649	3.749	0	4	262	555	 	 	 	 	 
1341	68	255	494	0.686	0.193	559.093	4.289	0	251	603	0.392	0.185	554.649	3.769	0	4	262	555	 	 	 	 	 
1361	69	263	506	0.687	0.195	559.093	4.279	0	263	610	0.393	0.186	554.649	3.756	0	4	262	555	 	 	 	 	 
1381	70	265	519	0.689	0.196	558.413	4.276	0	264	610	0.392	0.190	552.435	3.745	0	4	262	555	 	 	 	 	 
1401	71	262	500	0.690	0.197	558.413	4.283	0	-1280	-1024	0.690	0.197	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1421	72	260	507	0.690	0.198	558.413	4.260	0	-1280	-1024	0.690	0.198	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1441	73	256	510	0.691	0.200	558.413	4.290	0	-1280	-1024	0.691	0.200	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1460	74	260	567	0.692	0.201	558.413	4.332	0	-1280	-1024	0.692	0.201	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1480	75	256	573	0.692	0.203	560.122	4.345	0	-1280	-1024	0.692	0.203	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1500	76	255	523	0.693	0.204	560.122	4.332	0	-1280	-1024	0.693	0.204	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1520	77	255	532	0.693	0.206	560.122	4.347	0	-1280	-1024	0.693	0.206	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1540	78	258	528	0.694	0.207	560.122	4.348	0	-1280	-1024	0.694	0.207	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1560	79	258	536	0.695	0.208	560.122	4.335	0	-1280	-1024	0.695	0.208	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1580	80	254	530	0.695	0.210	564.669	4.377	0	-1280	-1024	0.397	0.203	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1600	81	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1620	82	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1640	83	225	338	0.695	0.207	564.669	4.476	0	-1280	-1024	0.695	0.207	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1660	84	221	351	0.696	0.207	564.669	4.493	0	-1280	-1024	0.696	0.207	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1680	85	201	306	0.696	0.208	580.160	4.611	0	-1280	-1024	0.397	0.188	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1700	86	203	315	0.696	0.208	580.160	4.658	0	-1280	-1024	0.696	0.208	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1720	87	211	326	0.697	0.209	580.160	4.682	0	-1280	-1024	0.697	0.209	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1740	88	241	347	0.698	0.209	580.161	4.688	0	-1280	-1024	0.698	0.209	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1760	89	253	359	0.698	0.210	580.161	4.636	0	-1280	-1024	0.698	0.210	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1779	90	259	352	0.703	0.212	588.227	4.709	0	-1280	-1024	0.703	0.212	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1799	91	248	351	0.700	0.211	588.227	4.799	0	-1280	-1024	0.700	0.211	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1819	92	240	368	0.701	0.212	588.227	4.742	0	-1280	-1024	0.701	0.212	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1839	93	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1859	94	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1879	95	-1280	-1024	0.708	0.216	-1.000	-1.000	4	-1280	-1024	0.404	0.196	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1899	96	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1919	97	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1939	98	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1959	99	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1979	100	-1280	-1024	0.712	0.225	-1.000	-1.000	4	-1280	-1024	0.712	0.225	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1999	101	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2019	102	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2039	103	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2059	104	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2078	105	-1280	-1024	0.715	0.233	-1.000	-1.000	4	-1280	-1024	0.715	0.233	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2098	106	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2118	107	177	353	0.710	0.235	594.630	4.988	0	-1280	-1024	0.710	0.235	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2138	108	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2158	109	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2178	110	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2198	111	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2218	112	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2238	113	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2258	114	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2278	115	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2298	116	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2318	117	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2337	118	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2357	119	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2377	120	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2397	121	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2417	122	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2437	123	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2457	124	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2477	125	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2497	126	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2517	127	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2537	128	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2557	129	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2577	130	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2597	131	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2617	132	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2636	133	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2656	134	-1280	-1024	0.715	0.247	-1.000	-1.000	4	-1280	-1024	0.418	0.246	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2676	135	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2696	136	307	247	0.715	0.247	576.555	4.823	0	236	210	0.417	0.246	602.267	4.668	0	5	251	217	 	 	 	 	 
2716	137	318	244	0.714	0.247	576.556	4.825	0	215	162	0.417	0.247	602.267	4.646	0	5	251	217	 	 	 	 	 
2736	138	301	248	0.714	0.247	576.555	4.834	0	215	182	0.416	0.247	602.267	4.617	0	5	251	217	 	 	 	 	 
2756	139	297	231	0.714	0.247	581.638	4.880	0	226	227	0.416	0.247	581.638	4.441	0	5	251	217	 	 	 	 	 
2776	140	238	220	0.714	0.247	581.638	4.833	0	-1280	-1024	0.714	0.247	-1.000	-1.000	4	5	251	217	 	 	 	 	 
2796	141	247	226	0.714	0.247	581.638	4.878	0	-1280	-1024	0.714	0.247	-1.000	-1.000	4	5	251	217	 	 	 	 	 
2816	142	242	209	0.714	0.247	581.638	4.849	0	-1280	-1024	0.714	0.247	-1.000	-1.000	4	5	251	217	 	 	 	 	 
2836	143	248	220	0.714	0.247	581.638	4.823	0	-1280	-1024	0.714	0.247	-1.000	-1.000	4	5	251	217	 	 	 	 	 
2856	144	269	266	0.713	0.249	566.867	4.719	0	-1280	-1024	0.418	0.249	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2876	145	260	266	0.714	0.248	566.867	4.708	0	-1280	-1024	0.714	0.248	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2896	146	249	269	0.713	0.248	566.867	4.702	0	-1280	-1024	0.713	0.248	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2916	147	256	266	0.713	0.248	566.867	4.717	0	-1280	-1024	0.713	0.248	-1.000	-1.000	4	 	 	 	 	 	 	 	 
2935	148	259	265	0.714	0.249	566.867	4.713	0	193	327	0.416	0.246	564.146	4.297	0	 	 	 	 	 	 	 	 
2955	149	239	224	0.714	0.249	579.997	4.820	0	172	277	0.416	0.247	579.996	4.413	0	 	 	 	 	 	 	 	 
2975	150	288	212	0.713	0.249	579.997	4.833	0	210	210	0.415	0.248	579.996	4.436	0	 	 	 	 	 	 	 	 
2995	151	435	153	0.710	0.250	580.000	4.816	0	-1280	-1024	0.710	0.250	-1.000	-1.000	4	 	 	 	 	 	 	 	 
3015	152	429	142	0.711	0.251	580.000	4.799	0	-1280	-1024	0.711	0.251	-1.000	-1.000	4	 	 	 	 	 	 	 	 
3035	153	425	120	0.711	0.251	580.000	4.815	0	405	264	0.414	0.247	580.000	4.404	0	 	 	 	 	 	 	 	 
3055	154	513	137	0.711	0.252	563.617	4.670	0	412	304	0.414	0.248	567.306	4.312	0	 	 	 	 	 	 	 	 
3075	155	437	151	0.712	0.252	563.615	4.690	0	393	198	0.414	0.248	567.305	4.311	0	6	421	180	 	 	 	 	 
3095	156	433	167	0.712	0.252	563.615	4.687	0	410	210	0.415	0.249	567.306	4.291	0	6	421	180	 	 	 	 	 
3115	157	433	171	0.712	0.252	563.615	4.727	0	417	201	0.415	0.249	567.306	4.286	0	6	421	180	 	 	 	 	 
3135	158	436	192	0.712	0.252	563.615	4.662	0	411	190	0.415	0.249	567.306	4.252	0	6	421	180	 	 	 	 	 
3155	159	431	189	0.712	0.252	568.035	4.703	0	423	197	0.415	0.249	566.102	4.227	0	6	421	180	 	 	 	 	 
3175	160	431	166	0.712	0.252	568.035	4.711	0	414	191	0.415	0.249	566.102	4.256	0	6	421	180	 	 	 	 	 
3195	161	430	170	0.713	0.252	568.035	4.724	0	411	187	0.416	0.249	566.102	4.267	0	6	421	180	 	 	 	 	 
3215	162	429	165	0.713	0.252	568.035	4.747	0	413	193	0.416	0.249	566.102	4.234	0	6	421	180	 	 	 	 	 
3235	163	432	172	0.713	0.252	568.035	4.715	0	417	198	0.416	0.249	566.102	4.213	0	6	421	180	 	 	 	 	 
3254	164	431	176	0.713	0.252	567.237	4.721	0	416	196	0.416	0.249	566.489	4.209	0	6	421	180	 	 	 	 	 
3274	165	432	174	0.713	0.252	567.237	4.723	0	411	188	0.416	0.249	566.489	4.184	0	6	421	180	 	 	 	 	 
3294	166	431	176	0.712	0.252	567.237	4.664	0	408	183	0.415	0.249	566.489	4.212	0	6	421	180	 	 	 	 	 
3314	167	432	174	0.712	0.252	567.237	4.705	0	408	187	0.415	0.249	566.489	4.222	0	6	421	180	 	 	 	 	 
3334	168	439	172	0.712	0.252	567.237	4.649	0	414	185	0.415	0.249	566.489	4.236	0	6	421	180	 	 	 	 	 
3354	169	439	172	0.712	0.252	567.106	4.623	0	415	195	0.415	0.249	563.116	4.232	0	6	421	180	 	 	 	 	 
3374	170	435	172	0.712	0.252	567.106	4.669	0	406	190	0.414	0.250	563.116	4.177	0	6	421	180	 	 	 	 	 
3394	171	435	168	0.711	0.252	567.106	4.631	0	408	188	0.414	0.250	563.116	4.167	0	6	421	180	 	 	 	 	 
3414	172	436	170	0.711	0.252	567.106	4.645	0	416	181	0.414	0.250	563.116	4.182	0	6	421	180	 	 	 	 	 
3434	173	433	174	0.711	0.252	567.106	4.637	0	406	166	0.414	0.250	563.116	4.166	0	6	421	180	 	 	 	 	 
3454	174	434	180	0.711	0.253	564.902	4.602	0	408	157	0.414	0.250	564.365	4.172	0	6	421	180	 	 	 	 	 
3474	175	433	175	0.711	0.253	564.902	4.587	0	403	181	0.413	0.251	564.365	4.155	0	6	421	180	 	 	 	 	 
3494	176	434	174	0.711	0.253	564.902	4.600	0	405	171	0.414	0.251	564.365	4.160	0	6	421	180	 	 	 	 	 
3514	177	430	185	0.711	0.253	564.902	4.609	0	404	163	0.414	0.251	564.365	4.157	0	6	421	180	 	 	 	 	 
3534	178	431	190	0.711	0.253	564.902	4.600	0	404	171	0.414	0.251	564.365	4.176	0	6	421	180	 	 	 	 	 
3553	179	430	189	0.711	0.254	566.333	4.621	0	408	176	0.414	0.252	560.631	4.153	0	6	421	180	 	 	 	 	 
3573	180	378	112	0.712	0.255	566.332	4.632	0	344	188	0.415	0.252	560.630	4.103	0	 	 	 	 	 	 	 	 
3593	181	235	244	0.714	0.254	566.329	4.669	0	199	221	0.417	0.252	560.628	4.177	0	 	 	 	 	 	 	 	 
3613	182	245	253	0.714	0.254	566.329	4.606	0	213	217	0.417	0.252	560.628	4.131	0	 	 	 	 	 	 	 	 
3633	183	236	132	0.714	0.255	566.329	4.656	0	202	218	0.417	0.252	560.628	4.178	0	 	 	 	 	 	 	 	 
3653	184	140	172	0.714	0.254	574.417	4.724	0	114	226	0.417	0.252	563.116	4.227	0	 	 	 	 	 	 	 	 
3673	185	237	239	0.715	0.254	574.419	4.702	0	201	206	0.417	0.252	563.117	4.183	0	 	 	 	 	 	 	 	 
3693	186	216	94	0.715	0.256	574.419	4.714	0	203	203	0.418	0.252	563.117	4.165	0	 	 	 	 	 	 	 	 
3704	 	 	 	 	 	 	 	5	 	 	 	 	 	 	5	 	 	 	LMouseButton	1	-1279	232	
3713	187	212	98	0.715	0.256	574.419	4.710	0	198	201	0.418	0.252	563.117	4.135	0	 	 	 	 	 	 	 	 
3733	188	211	95	0.715	0.256	574.419	4.764	0	199	211	0.418	0.251	563.117	4.160	0	 	 	 	 	 	 	 	 
3753	189	196	7	0.716	0.254	575.096	4.780	0	201	214	0.418	0.252	561.609	4.131	0	 	 	 	 	 	 	 	 
3773	190	214	102	0.716	0.256	575.096	4.723	0	201	209	0.418	0.251	561.609	4.182	0	 	 	 	 	 	 	 	 
3793	191	230	217	0.716	0.254	575.096	4.751	0	202	209	0.419	0.251	561.609	4.166	0	 	 	 	 	 	 	 	 
3813	192	211	101	0.716	0.256	575.096	4.738	0	206	213	0.419	0.251	561.609	4.176	0	 	 	 	 	 	 	 	 
3833	193	212	96	0.716	0.256	575.096	4.718	0	194	200	0.419	0.251	561.609	4.167	0	 	 	 	 	 	 	 	 
3852	194	215	125	0.717	0.254	574.977	4.727	0	193	194	0.420	0.251	563.240	4.172	0	 	 	 	 	 	 	 	 
3872	195	230	231	0.717	0.254	574.977	4.752	0	199	199	0.420	0.251	563.240	4.177	0	7	218	211	 	 	 	 	 
