RecordingTimestamp	GazePointIndex	GazePointXLeft	GazePointYLeft	CamX(L)	CamY(L)	DistanceLeft	Pupil(L)	Validity(L)	GazePointXRight	GazePointYRight	CamX(R)	CamY(R)	DistanceRight	Pupil(R)	Validity(R)	Fixation	GazePointX	GazePointY	Event	EventKey	Data 1	Data 2	Description
2476	124	267	463	0.736	0.323	683.115	4.084	0	291	495	0.468	0.308	674.500	4.386	0	7	282	482	 	 	 	 	 
2496	125	304	504	0.736	0.323	683.116	4.091	0	270	491	0.468	0.308	674.500	4.323	0	7	282	482	 	 	 	 	 
2516	126	284	495	0.736	0.323	683.115	4.102	0	278	484	0.468	0.309	674.500	4.452	0	7	282	482	 	 	 	 	 
2536	127	286	489	0.736	0.323	683.116	4.106	0	289	484	0.468	0.309	674.500	4.388	0	7	282	482	 	 	 	 	 
2556	128	273	483	0.736	0.323	683.115	4.107	0	275	468	0.468	0.309	674.500	4.352	0	7	282	482	 	 	 	 	 
2576	129	259	474	0.736	0.323	684.063	4.120	0	282	462	0.468	0.309	674.997	4.405	0	7	282	482	 	 	 	 	 
2596	130	290	500	0.736	0.323	684.063	4.119	0	292	490	0.468	0.309	674.997	4.467	0	8	281	488	 	 	 	 	 
2616	131	270	485	0.736	0.323	684.063	4.114	0	295	495	0.468	0.309	674.997	4.381	0	8	281	488	 	 	 	 	 
2635	132	283	488	0.736	0.323	684.063	4.079	0	273	488	0.467	0.309	674.996	4.397	0	8	281	488	 	 	 	 	 
2655	133	282	470	0.735	0.323	684.063	4.106	0	283	491	0.467	0.309	674.997	4.445	0	8	281	488	 	 	 	 	 
2675	134	276	462	0.735	0.323	683.523	4.091	0	278	492	0.467	0.309	675.064	4.404	0	8	281	488	 	 	 	 	 
2695	135	284	502	0.735	0.323	683.523	4.078	0	284	474	0.467	0.309	675.064	4.364	0	8	281	488	 	 	 	 	 
2715	136	288	489	0.735	0.323	683.524	4.086	0	266	474	0.466	0.309	675.064	4.332	0	8	281	488	 	 	 	 	 
2735	137	279	482	0.735	0.323	683.523	4.081	0	275	493	0.466	0.309	675.064	4.375	0	8	281	488	 	 	 	 	 
2755	138	282	492	0.735	0.323	683.523	4.102	0	280	488	0.466	0.309	675.064	4.356	0	8	281	488	 	 	 	 	 
2775	139	282	483	0.735	0.323	683.445	4.106	0	274	496	0.466	0.309	673.997	4.360	0	8	281	488	 	 	 	 	 
2795	140	278	497	0.735	0.323	683.445	4.081	0	283	501	0.466	0.309	673.997	4.450	0	8	281	488	 	 	 	 	 
2815	141	279	485	0.735	0.323	683.445	4.058	0	280	483	0.466	0.309	673.997	4.406	0	8	281	488	 	 	 	 	 
2835	142	300	486	0.735	0.323	683.446	4.048	0	283	494	0.466	0.309	673.997	4.444	0	8	281	488	 	 	 	 	 
2855	143	287	504	0.735	0.323	683.445	4.060	0	286	500	0.466	0.309	673.997	4.427	0	8	281	488	 	 	 	 	 
2875	144	296	504	0.734	0.322	680.378	4.027	0	285	493	0.466	0.308	674.369	4.415	0	8	281	488	 	 	 	 	 
2895	145	318	233	0.734	0.321	680.378	4.088	0	340	254	0.466	0.307	674.369	4.442	0	 	 	 	 	 	 	 	 
2915	146	342	206	0.734	0.321	680.378	4.117	0	326	211	0.466	0.307	674.369	4.434	0	9	324	237	 	 	 	 	 
2934	147	320	211	0.734	0.321	680.378	4.106	0	330	237	0.466	0.307	674.369	4.470	0	9	324	237	 	 	 	 	 
2954	148	330	221	0.734	0.321	680.378	4.122	0	327	218	0.466	0.307	674.369	4.462	0	9	324	237	 	 	 	 	 
2974	149	341	218	0.734	0.321	676.473	4.113	0	321	203	0.466	0.307	673.340	4.463	0	9	324	237	 	 	 	 	 
2994	150	333	235	0.735	0.321	676.473	4.107	0	329	214	0.467	0.307	673.340	4.513	0	9	324	237	 	 	 	 	 
3014	151	314	231	0.735	0.321	676.473	4.123	0	329	235	0.467	0.307	673.340	4.488	0	9	324	237	 	 	 	 	 
3034	152	333	241	0.735	0.321	676.473	4.127	0	340	226	0.467	0.307	673.340	4.515	0	9	324	237	 	 	 	 	 
3054	153	316	221	0.736	0.321	676.473	4.130	0	321	221	0.468	0.307	673.340	4.468	0	9	324	237	 	 	 	 	 
3074	154	309	216	0.736	0.322	677.969	4.149	0	323	230	0.468	0.307	673.196	4.458	0	9	324	237	 	 	 	 	 
3094	155	325	242	0.737	0.322	677.969	4.155	0	337	240	0.468	0.307	673.197	4.508	0	9	324	237	 	 	 	 	 
3114	156	325	255	0.737	0.322	677.969	4.149	0	318	226	0.469	0.307	673.196	4.516	0	9	324	237	 	 	 	 	 
3134	157	314	233	0.737	0.322	677.969	4.133	0	330	227	0.469	0.307	673.196	4.520	0	9	324	237	 	 	 	 	 
3154	158	318	247	0.737	0.322	677.969	4.128	0	331	247	0.469	0.307	673.197	4.496	0	9	324	237	 	 	 	 	 
3174	159	314	246	0.737	0.322	678.901	4.124	0	325	241	0.469	0.307	673.039	4.500	0	9	324	237	 	 	 	 	 
3194	160	330	241	0.738	0.322	678.901	4.152	0	326	252	0.469	0.306	673.039	4.522	0	9	324	237	 	 	 	 	 
3214	161	318	223	0.738	0.322	678.901	4.100	0	325	261	0.469	0.306	673.039	4.486	0	9	324	237	 	 	 	 	 
3233	162	319	218	0.738	0.322	678.901	4.162	0	315	250	0.469	0.307	673.039	4.570	0	9	324	237	 	 	 	 	 
3253	163	325	252	0.737	0.322	678.901	4.184	0	323	251	0.469	0.307	673.039	4.543	0	9	324	237	 	 	 	 	 
3273	164	319	243	0.737	0.322	678.506	4.174	0	320	253	0.469	0.307	672.801	4.546	0	9	324	237	 	 	 	 	 
3293	165	315	244	0.737	0.322	678.506	4.179	0	331	251	0.469	0.307	672.801	4.584	0	9	324	237	 	 	 	 	 
3313	166	343	259	0.737	0.322	678.506	4.155	0	320	257	0.469	0.307	672.801	4.548	0	9	324	237	 	 	 	 	 
3333	167	329	228	0.737	0.322	678.506	4.166	0	329	259	0.468	0.307	672.801	4.540	0	9	324	237	 	 	 	 	 
3353	168	315	233	0.737	0.322	678.506	4.259	0	319	252	0.468	0.307	672.801	4.600	0	9	324	237	 	 	 	 	 
3373	169	327	235	0.737	0.322	677.019	4.247	0	316	257	0.468	0.307	672.538	4.579	0	9	324	237	 	 	 	 	 
3393	170	423	319	0.735	0.322	677.020	4.166	0	451	319	0.467	0.308	672.540	4.714	0	 	 	 	 	 	 	 	 
3413	171	457	363	0.735	0.323	677.020	4.161	0	478	366	0.467	0.308	672.540	4.670	0	 	 	 	 	 	 	 	 
3433	172	450	378	0.735	0.323	677.020	4.279	0	453	353	0.467	0.308	672.540	4.670	0	 	 	 	 	 	 	 	 
3453	173	443	357	0.735	0.323	677.020	4.290	0	463	335	0.467	0.308	672.540	4.690	0	 	 	 	 	 	 	 	 
3473	174	458	380	0.735	0.323	680.096	4.346	0	470	353	0.467	0.308	674.394	4.679	0	 	 	 	 	 	 	 	 
3493	175	445	335	0.735	0.323	680.096	4.281	0	444	337	0.466	0.308	674.394	4.748	0	10	453	343	 	 	 	 	 
3513	176	452	349	0.735	0.322	680.096	4.296	0	457	357	0.466	0.308	674.394	4.669	0	10	453	343	 	 	 	 	 
3530	 	 	 	 	 	 	 	5	 	 	 	 	 	 	5	 	 	 	LMouseButton	1	-1091	224	
3532	177	457	336	0.735	0.322	680.096	4.229	0	464	353	0.466	0.308	674.394	4.729	0	10	453	343	 	 	 	 	 
3552	178	434	348	0.734	0.322	680.096	4.312	0	450	338	0.466	0.308	674.394	4.794	0	10	453	343	 	 	 	 	 
3572	179	437	351	0.734	0.322	680.790	4.309	0	459	349	0.466	0.308	673.469	4.766	0	10	453	343	 	 	 	 	 
3592	180	450	325	0.734	0.322	680.790	4.302	0	463	349	0.465	0.308	673.469	4.760	0	10	453	343	 	 	 	 	 
3612	181	452	339	0.734	0.322	680.790	4.313	0	475	358	0.465	0.308	673.469	4.735	0	10	453	343	 	 	 	 	 
3632	182	447	305	0.734	0.322	680.790	4.287	0	462	351	0.465	0.308	673.469	4.770	0	10	453	343	 	 	 	 	 
3652	183	445	340	0.734	0.322	680.790	4.283	0	454	340	0.466	0.308	673.469	4.785	0	10	453	343	 	 	 	 	 
3672	184	445	343	0.736	0.322	679.338	4.272	0	456	347	0.468	0.307	671.360	4.769	0	10	453	343	 	 	 	 	 
3692	185	204	258	0.737	0.322	679.335	4.345	0	242	249	0.469	0.307	671.358	4.795	0	11	240	248	 	 	 	 	 
3712	186	224	246	0.737	0.322	679.335	4.349	0	239	254	0.469	0.307	671.358	4.796	0	11	240	248	 	 	 	 	 
3732	187	235	240	0.737	0.322	679.335	4.343	0	236	230	0.469	0.307	671.358	4.785	0	11	240	248	 	 	 	 	 
3752	188	227	250	0.737	0.323	679.335	4.366	0	251	256	0.469	0.307	671.358	4.786	0	11	240	248	 	 	 	 	 
3772	189	245	248	0.737	0.323	676.498	4.351	0	249	252	0.469	0.307	671.965	4.787	0	11	240	248	 	 	 	 	 
3792	190	230	259	0.737	0.323	676.498	4.286	0	239	252	0.469	0.307	671.965	4.833	0	11	240	248	 	 	 	 	 
3812	191	242	274	0.737	0.323	676.498	4.312	0	237	251	0.469	0.307	671.965	4.756	0	11	240	248	 	 	 	 	 
3831	192	237	261	0.738	0.323	676.498	4.323	0	231	232	0.469	0.307	671.965	4.752	0	11	240	248	 	 	 	 	 
3851	193	246	233	0.738	0.323	676.498	4.307	0	244	249	0.469	0.307	671.965	4.768	0	11	240	248	 	 	 	 	 
3871	194	251	234	0.738	0.322	677.032	4.328	0	243	247	0.469	0.307	670.684	4.714	0	11	240	248	 	 	 	 	 
3891	195	224	240	0.738	0.322	677.032	4.317	0	240	229	0.469	0.307	670.684	4.758	0	11	240	248	 	 	 	 	 
3911	196	231	250	0.738	0.322	677.032	4.327	0	248	244	0.470	0.307	670.684	4.747	0	11	240	248	 	 	 	 	 
3931	197	232	240	0.738	0.322	677.032	4.283	0	249	248	0.470	0.307	670.684	4.724	0	11	240	248	 	 	 	 	 
3951	198	245	254	0.738	0.323	677.032	4.278	0	245	254	0.470	0.307	670.684	4.732	0	11	240	248	 	 	 	 	 
3971	199	252	260	0.739	0.323	675.855	4.262	0	249	262	0.470	0.307	671.450	4.724	0	11	240	248	 	 	 	 	 
3991	200	242	259	0.739	0.323	675.855	4.292	0	245	250	0.471	0.307	671.450	4.798	0	11	240	248	 	 	 	 	  	 
