RecordingTimestamp	GazePointIndex	GazePointXLeft	GazePointYLeft	CamX(L)	CamY(L)	DistanceLeft	Pupil(L)	Validity(L)	GazePointXRight	GazePointYRight	CamX(R)	CamY(R)	DistanceRight	Pupil(R)	Validity(R)	Fixation	GazePointX	GazePointY	Event	EventKey	Data 1	Data 2	Description
334	17	666	489	0.669	0.488	597.964	4.890	0	678	474	0.389	0.529	598.289	4.753	0	2	675	489	 	 	 	 	 
354	18	666	496	0.669	0.488	597.964	4.858	0	682	500	0.389	0.529	598.289	4.723	0	2	675	489	 	 	 	 	 
374	19	666	497	0.669	0.488	597.774	4.835	0	681	488	0.389	0.528	598.848	4.726	0	2	675	489	 	 	 	 	 
394	20	670	494	0.669	0.487	597.774	4.875	0	687	493	0.389	0.528	598.848	4.701	0	2	675	489	 	 	 	 	 
414	21	672	490	0.669	0.487	597.774	4.834	0	698	481	0.389	0.527	598.848	4.688	0	2	675	489	 	 	 	 	 
434	22	666	489	0.669	0.487	597.774	4.863	0	685	486	0.389	0.527	598.848	4.669	0	2	675	489	 	 	 	 	 
454	23	666	491	0.669	0.486	597.774	4.793	0	679	485	0.389	0.526	598.848	4.658	0	2	675	489	 	 	 	 	 
474	24	665	486	0.669	0.486	599.094	4.783	0	680	483	0.389	0.526	597.385	4.632	0	2	675	489	 	 	 	 	 
494	25	581	504	0.670	0.486	599.093	4.829	0	605	508	0.390	0.526	597.384	4.641	0	3	595	512	 	 	 	 	 
514	26	586	509	0.669	0.486	599.093	4.783	0	602	512	0.389	0.525	597.384	4.572	0	3	595	512	 	 	 	 	 
534	27	592	510	0.669	0.485	599.093	4.804	0	603	516	0.389	0.525	597.384	4.573	0	3	595	512	 	 	 	 	 
553	28	590	515	0.668	0.485	599.093	4.752	0	598	511	0.388	0.524	597.383	4.603	0	3	595	512	 	 	 	 	 
573	29	594	520	0.668	0.484	598.674	4.725	0	597	515	0.388	0.524	597.245	4.565	0	3	595	512	 	 	 	 	 
593	30	596	518	0.667	0.483	598.674	4.776	0	605	509	0.387	0.524	597.246	4.571	0	3	595	512	 	 	 	 	 
613	31	580	509	0.667	0.483	598.674	4.731	0	603	513	0.387	0.523	597.246	4.579	0	3	595	512	 	 	 	 	 
633	32	589	511	0.666	0.482	598.674	4.750	0	601	513	0.386	0.523	597.245	4.576	0	3	595	512	 	 	 	 	 
653	33	588	513	0.666	0.482	598.674	4.734	0	601	508	0.386	0.523	597.245	4.574	0	3	595	512	 	 	 	 	 
673	34	582	510	0.666	0.482	597.973	4.708	0	599	509	0.385	0.523	597.881	4.582	0	3	595	512	 	 	 	 	 
693	35	591	513	0.665	0.482	597.973	4.729	0	602	512	0.385	0.523	597.881	4.583	0	3	595	512	 	 	 	 	 
713	36	589	511	0.665	0.482	597.973	4.700	0	609	504	0.385	0.523	597.881	4.568	0	3	595	512	 	 	 	 	 
733	37	638	506	0.664	0.482	597.974	4.730	0	673	520	0.384	0.523	597.882	4.533	0	4	652	512	 	 	 	 	 
753	38	639	510	0.664	0.482	597.974	4.724	0	656	530	0.383	0.523	597.881	4.570	0	4	652	512	 	 	 	 	 
773	39	654	509	0.664	0.482	596.907	4.708	0	680	533	0.383	0.523	597.183	4.548	0	4	652	512	 	 	 	 	 
793	40	639	510	0.664	0.482	596.907	4.665	0	658	515	0.383	0.523	597.183	4.504	0	4	652	512	 	 	 	 	 
813	41	646	505	0.664	0.482	596.907	4.686	0	666	519	0.383	0.523	597.183	4.472	0	4	652	512	 	 	 	 	 
833	42	637	500	0.664	0.482	596.907	4.626	0	663	510	0.383	0.523	597.183	4.514	0	4	652	512	 	 	 	 	 
852	43	640	500	0.664	0.482	596.907	4.644	0	663	516	0.384	0.522	597.183	4.527	0	4	652	512	 	 	 	 	 
872	44	642	499	0.664	0.482	595.255	4.625	0	666	517	0.384	0.522	596.633	4.519	0	4	652	512	 	 	 	 	 
892	45	649	516	0.664	0.481	595.255	4.632	0	662	510	0.384	0.522	596.633	4.495	0	4	652	512	 	 	 	 	 
912	46	636	501	0.664	0.481	595.255	4.632	0	666	509	0.383	0.522	596.633	4.489	0	4	652	512	 	 	 	 	 
932	47	646	509	0.664	0.480	595.255	4.605	0	666	517	0.383	0.522	596.633	4.460	0	4	652	512	 	 	 	 	 
952	48	641	514	0.664	0.480	595.255	4.588	0	647	519	0.383	0.523	596.633	4.470	0	4	652	512	 	 	 	 	 
972	49	636	507	0.664	0.480	595.750	4.581	0	647	522	0.384	0.523	596.117	4.454	0	4	652	512	 	 	 	 	 
992	50	575	509	0.663	0.480	595.749	4.576	0	596	527	0.383	0.524	596.116	4.469	0	5	588	509	 	 	 	 	 
1012	51	576	495	0.663	0.480	595.749	4.605	0	595	515	0.382	0.525	596.116	4.473	0	5	588	509	 	 	 	 	 
1032	52	576	508	0.662	0.481	595.749	4.591	0	592	516	0.382	0.526	596.116	4.444	0	5	588	509	 	 	 	 	 
1052	53	585	513	0.661	0.482	595.749	4.586	0	601	515	0.381	0.528	596.116	4.470	0	5	588	509	 	 	 	 	 
1072	54	587	511	0.660	0.483	594.797	4.591	0	600	510	0.380	0.530	595.411	4.460	0	5	588	509	 	 	 	 	 
1092	55	574	497	0.658	0.484	594.796	4.586	0	593	510	0.378	0.533	595.410	4.424	0	5	588	509	 	 	 	 	 
1112	56	576	511	0.657	0.485	594.797	4.596	0	605	510	0.377	0.536	595.411	4.438	0	5	588	509	 	 	 	 	 
1132	57	583	504	0.655	0.487	594.797	4.576	0	599	516	0.375	0.540	595.411	4.427	0	5	588	509	 	 	 	 	 
1151	58	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1171	59	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1191	60	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1211	61	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1231	62	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1251	63	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1271	64	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	-1280	-1024	-1.000	-1.000	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1291	65	-1280	-1024	0.367	0.562	-1.000	-1.000	4	-1280	-1024	0.367	0.562	-1.000	-1.000	4	 	 	 	 	 	 	 	 
1311	66	423	731	0.645	0.497	603.316	4.554	0	450	765	0.367	0.562	603.318	4.511	0	6	433	737	 	 	 	 	 
1331	67	436	721	0.645	0.497	603.316	4.595	0	439	749	0.367	0.562	603.318	4.500	0	6	433	737	 	 	 	 	 
1351	68	425	715	0.645	0.496	603.316	4.587	0	433	755	0.366	0.561	603.318	4.471	0	6	433	737	 	 	 	 	 
1371	69	427	716	0.644	0.495	603.316	4.583	0	431	758	0.366	0.560	603.318	4.437	0	6	433	737	 	 	 	 	 
1391	70	439	721	0.645	0.494	593.247	4.530	0	425	758	0.367	0.560	598.336	4.383	0	6	433	737	 	 	 	 	 
1411	71	438	724	0.645	0.494	593.247	4.492	0	441	758	0.367	0.559	598.336	4.419	0	6	433	737	 	 	 	 	 
1431	72	432	721	0.646	0.494	593.246	4.488	0	439	757	0.368	0.558	598.336	4.426	0	6	433	737	 	 	 	 	 
1450	73	535	781	0.646	0.494	593.248	4.524	0	561	826	0.368	0.557	598.337	4.455	0	 	 	 	 	 	 	 	 
1470	74	579	774	0.646	0.494	593.249	4.530	0	586	818	0.369	0.556	598.338	4.424	0	 	 	 	 	 	 	 	 
1490	75	614	789	0.648	0.494	595.266	4.555	0	627	840	0.370	0.555	597.957	4.433	0	 	 	 	 	 	 	 	 
1510	76	583	775	0.649	0.494	595.265	4.544	0	593	819	0.371	0.554	597.956	4.456	0	 	 	 	 	 	 	 	 
1530	77	579	765	0.650	0.493	595.265	4.568	0	602	805	0.372	0.553	597.956	4.436	0	 	 	 	 	 	 	 	 
1550	78	596	560	0.650	0.490	595.265	4.617	0	645	567	0.374	0.548	597.957	4.454	0	 	 	 	 	 	 	 	 
1570	79	618	450	0.651	0.488	595.266	4.628	0	651	463	0.375	0.545	597.957	4.508	0	 	 	 	 	 	 	 	 
1590	80	621	360	0.653	0.487	598.806	4.686	0	671	364	0.376	0.544	599.627	4.519	0	 	 	 	 	 	 	 	 
1610	81	617	460	0.654	0.486	598.806	4.637	0	649	468	0.377	0.542	599.626	4.544	0	7	629	463	 	 	 	 	 
1630	82	626	458	0.655	0.485	598.806	4.627	0	649	474	0.378	0.540	599.626	4.579	0	7	629	463	 	 	 	 	 
1650	83	612	453	0.656	0.485	598.806	4.643	0	636	474	0.379	0.539	599.626	4.573	0	7	629	463	 	 	 	 	 
1670	84	614	466	0.657	0.485	598.806	4.667	0	642	465	0.380	0.537	599.626	4.538	0	7	629	463	 	 	 	 	 
1690	85	615	464	0.659	0.485	599.003	4.670	0	638	467	0.381	0.536	600.312	4.558	0	7	629	463	 	 	 	 	 
1710	86	621	468	0.660	0.485	599.003	4.629	0	642	458	0.382	0.536	600.312	4.543	0	7	629	463	 	 	 	 	 
1730	87	608	449	0.661	0.485	599.003	4.641	0	642	459	0.383	0.535	600.312	4.523	0	7	629	463	 	 	 	 	 
1750	88	618	457	0.662	0.485	599.003	4.627	0	641	463	0.384	0.534	600.312	4.542	0	7	629	463	 	 	 	 	 
1769	89	613	463	0.663	0.485	599.003	4.665	0	642	476	0.384	0.534	600.312	4.530	0	7	629	463	 	 	 	 	 
1789	90	609	457	0.663	0.485	598.218	4.665	0	642	481	0.385	0.533	599.338	4.516	0	7	629	463	 	 	 	 	 
1809	91	621	457	0.664	0.485	598.218	4.645	0	648	474	0.385	0.532	599.339	4.510	0	7	629	463	 	 	 	 	 
1829	92	626	456	0.664	0.485	598.218	4.617	0	643	469	0.385	0.532	599.338	4.481	0	7	629	463	 	 	 	 	 
1849	93	625	467	0.665	0.486	598.218	4.592	0	641	453	0.386	0.532	599.338	4.478	0	7	629	463	 	 	 	 	 
1869	94	622	452	0.665	0.487	598.218	4.605	0	638	473	0.386	0.533	599.338	4.455	0	7	629	463	 	 	 	 	 
1889	95	625	453	0.665	0.488	598.297	4.582	0	634	467	0.386	0.533	598.970	4.433	0	7	629	463	 	 	 	 	 
1909	96	595	485	0.665	0.489	598.297	4.605	0	615	491	0.386	0.534	598.970	4.484	0	8	617	498	 	 	 	 	 
1929	97	595	490	0.665	0.489	598.297	4.632	0	611	482	0.386	0.534	598.970	4.500	0	8	617	498	 	 	 	 	 
1949	98	600	496	0.665	0.489	598.297	4.587	0	615	498	0.386	0.534	598.970	4.490	0	8	617	498	 	 	 	 	 
1969	99	604	487	0.665	0.488	598.297	4.624	0	607	497	0.386	0.533	598.970	4.520	0	8	617	498	 	 	 	 	 
1989	100	606	491	0.665	0.487	598.134	4.627	0	605	496	0.386	0.532	599.207	4.531	0	8	617	498	 	 	 	 	 
2009	101	601	491	0.665	0.486	598.134	4.634	0	613	507	0.386	0.531	599.207	4.509	0	8	617	498	 	 	 	 	 
2029	102	610	488	0.665	0.485	598.134	4.687	0	612	492	0.386	0.531	599.207	4.541	0	8	617	498	 	 	 	 	 
2048	103	600	499	0.665	0.484	598.134	4.664	0	608	510	0.386	0.531	599.207	4.543	0	8	617	498	 	 	 	 	 
2068	104	612	493	0.664	0.484	598.134	4.644	0	626	506	0.385	0.531	599.208	4.558	0	8	617	498	 	 	 	 	 
2088	105	615	494	0.664	0.483	598.387	4.668	0	625	504	0.385	0.531	598.389	4.573	0	8	617	498	 	 	 	 	 
2108	106	622	495	0.664	0.483	598.387	4.686	0	628	509	0.385	0.531	598.389	4.586	0	8	617	498	 	 	 	 	 
2128	107	627	499	0.664	0.484	598.387	4.687	0	636	510	0.385	0.532	598.389	4.562	0	8	617	498	 	 	 	 	 
2148	108	614	489	0.665	0.484	598.387	4.722	0	640	511	0.386	0.533	598.389	4.567	0	8	617	498	 	 	 	 	 
2168	109	623	497	0.665	0.484	598.387	4.707	0	630	506	0.386	0.533	598.389	4.561	0	8	617	498	 	 	 	 	 
2188	110	622	498	0.665	0.485	597.746	4.714	0	635	507	0.386	0.534	598.322	4.547	0	8	617	498	 	 	 	 	 
2208	111	623	497	0.665	0.486	597.746	4.720	0	641	508	0.386	0.535	598.322	4.565	0	8	617	498	 	 	 	 	 
2228	112	623	488	0.666	0.487	597.746	4.730	0	638	509	0.386	0.536	598.322	4.552	0	8	617	498	 	 	 	 	 
2248	113	609	488	0.666	0.487	597.746	4.755	0	625	508	0.387	0.537	598.322	4.574	0	8	617	498	 	 	 	 	 
2268	114	506	510	0.668	0.488	597.744	4.763	0	512	522	0.388	0.537	598.320	4.564	0	9	507	519	 	 	 	 	 
2288	115	494	510	0.668	0.488	595.923	4.764	0	497	524	0.389	0.537	597.868	4.559	0	9	507	519	 	 	 	 	 
2308	116	503	516	0.669	0.488	595.923	4.760	0	508	525	0.389	0.537	597.868	4.573	0	9	507	519	 	 	 	 	 
2327	117	504	515	0.669	0.488	595.924	4.746	0	509	524	0.389	0.537	597.868	4.610	0	9	507	519	 	 	 	 	 
2347	118	509	514	0.669	0.488	595.924	4.785	0	500	523	0.389	0.536	597.868	4.541	0	9	507	519	 	 	 	 	 
2367	119	504	503	0.669	0.488	595.924	4.737	0	510	522	0.389	0.536	597.868	4.571	0	9	507	519	 	 	 	 	 
2387	120	506	501	0.669	0.487	596.061	4.739	0	508	522	0.389	0.535	597.160	4.566	0	9	507	519	 	 	 	 	 
2407	121	508	512	0.668	0.487	596.061	4.783	0	511	541	0.389	0.534	597.160	4.570	0	9	507	519	 	 	 	 	 
2427	122	512	519	0.668	0.486	596.061	4.765	0	515	521	0.388	0.534	597.160	4.614	0	9	507	519	 	 	 	 	 
2447	123	511	521	0.668	0.485	596.061	4.737	0	512	529	0.388	0.533	597.160	4.574	0	9	507	519	 	 	 	 	 
2467	124	508	517	0.667	0.484	596.061	4.743	0	506	522	0.387	0.532	597.160	4.594	0	9	507	519	 	 	 	 	 
2487	125	511	524	0.667	0.483	594.948	4.715	0	506	511	0.387	0.531	597.807	4.613	0	9	507	519	 	 	 	 	 
2507	126	510	519	0.666	0.482	594.948	4.732	0	514	524	0.386	0.531	597.807	4.612	0	9	507	519	 	 	 	 	 
2527	127	514	514	0.666	0.481	594.948	4.720	0	511	529	0.386	0.530	597.807	4.590	0	9	507	519	 	 	 	 	 
2547	128	505	514	0.665	0.479	594.948	4.718	0	507	523	0.385	0.529	597.807	4.548	0	9	507	519	 	 	 	 	 
2567	129	528	410	0.664	0.476	594.948	4.724	0	557	419	0.385	0.526	597.807	4.552	0	 	 	 	 	 	 	 	 
2587	130	528	393	0.663	0.474	596.982	4.732	0	558	415	0.384	0.524	596.625	4.516	0	 	 	 	 	 	 	 	 
2607	131	561	351	0.663	0.473	596.983	4.701	0	582	367	0.384	0.523	596.626	4.492	0	10	570	363	 	 	 	 	 
2626	132	564	356	0.663	0.471	596.983	4.740	0	585	363	0.383	0.521	596.626	4.515	0	10	570	363	 	 	 	 	 
2646	133	563	354	0.662	0.469	596.983	4.673	0	580	375	0.383	0.519	596.626	4.502	0	10	570	363	 	 	 	 	 
2666	134	559	360	0.662	0.467	596.982	4.665	0	579	356	0.383	0.517	596.625	4.528	0	10	570	363	 	 	 	 	 
2686	135	559	361	0.661	0.465	597.669	4.670	0	578	355	0.382	0.515	597.216	4.543	0	10	570	363	 	 	 	 	 
2706	136	567	354	0.661	0.463	597.670	4.727	0	574	370	0.382	0.512	597.216	4.511	0	10	570	363	 	 	 	 	 
2726	137	567	368	0.660	0.461	597.670	4.664	0	572	356	0.381	0.511	597.216	4.501	0	10	570	363	 	 	 	 	 
2746	138	560	365	0.659	0.460	597.669	4.711	0	579	375	0.380	0.509	597.216	4.509	0	10	570	363	 	 	 	 	 
2766	139	565	363	0.659	0.460	597.670	4.699	0	575	360	0.380	0.508	597.216	4.471	0	10	570	363	 	 	 	 	 
2786	140	563	366	0.658	0.460	599.060	4.688	0	576	354	0.379	0.508	598.623	4.475	0	10	570	363	 	 	 	 	 
2806	141	563	363	0.657	0.460	599.060	4.656	0	580	375	0.379	0.508	598.623	4.440	0	10	570	363	 	 	 	 	 
2826	142	564	352	0.657	0.460	599.060	4.626	0	583	358	0.378	0.508	598.623	4.483	0	10	570	363	 	 	 	 	 
2846	143	566	371	0.656	0.460	599.060	4.598	0	570	362	0.378	0.508	598.623	4.468	0	10	570	363	 	 	 	 	 
2866	144	562	355	0.656	0.461	599.060	4.610	0	578	374	0.378	0.508	598.623	4.457	0	10	570	363	 	 	 	 	 
2886	145	562	347	0.656	0.461	601.591	4.603	0	576	361	0.378	0.508	601.011	4.494	0	10	570	363	 	 	 	 	 
2906	146	572	367	0.656	0.461	601.592	4.585	0	571	372	0.378	0.508	601.011	4.513	0	10	570	363	 	 	 	 	 
2925	147	568	383	0.656	0.462	601.592	4.583	0	579	388	0.378	0.508	601.011	4.561	0	10	570	363	 	 	 	 	 
2945	148	626	421	0.655	0.463	601.592	4.578	0	641	438	0.377	0.508	601.012	4.512	0	 	 	 	 	 	 	 	 
2965	149	635	424	0.655	0.463	601.593	4.607	0	644	456	0.377	0.507	601.012	4.505	0	 	 	 	 	 	 	 	 
2985	150	654	446	0.655	0.463	601.962	4.609	0	670	479	0.378	0.506	602.817	4.529	0	 	 	 	 	 	 	 	 
3005	151	629	431	0.655	0.463	601.961	4.570	0	635	451	0.378	0.506	602.817	4.488	0	 	 	 	 	 	 	 	 
3015	 	 	 	 	 	 	 	5	 	 	 	 	 	 	5	 	 	 	LMouseButton	1	-1280	205	
3025	152	624	429	0.655	0.464	601.961	4.570	0	648	455	0.378	0.505	602.817	4.538	0	 	 	 	 	 	 	 	 
3045	153	631	449	0.655	0.464	601.961	4.615	0	640	456	0.378	0.505	602.817	4.535	0	 	 	 	 	 	 	 	 
3065	154	610	423	0.655	0.464	601.961	4.614	0	628	431	0.378	0.504	602.817	4.587	0	 	 	 	 	 	 	 	 
3085	155	607	420	0.656	0.463	604.840	4.650	0	632	430	0.379	0.502	603.761	4.627	0	 	 	 	 	 	 	 	 
3105	156	502	290	0.655	0.463	604.839	4.639	0	506	287	0.379	0.501	603.759	4.551	0	11	498	284	 	 	 	 	 
3125	157	491	282	0.654	0.463	604.839	4.657	0	502	293	0.378	0.501	603.759	4.574	0	11	498	284	 	 	 	 	 
3145	158	494	285	0.653	0.464	604.839	4.688	0	507	285	0.376	0.501	603.759	4.570	0	11	498	284	 	 	 	 	 
3165	159	493	283	0.652	0.464	604.839	4.671	0	501	288	0.375	0.500	603.759	4.603	0	11	498	284	 	 	 	 	 
3185	160	486	275	0.650	0.464	606.557	4.703	0	500	289	0.373	0.500	603.589	4.617	0	11	498	284	 	 	 	 	 
3205	161	493	274	0.648	0.465	606.557	4.717	0	499	299	0.371	0.501	603.589	4.600	0	11	498	284	 	 	 	 	 
3225	162	500	277	0.645	0.465	606.557	4.753	0	498	290	0.369	0.501	603.589	4.590	0	11	498	284	 	 	 	 	 
3244	163	498	282	0.643	0.465	606.557	4.702	0	507	279	0.366	0.502	603.589	4.606	0	11	498	284	 	 	 	 	 
3264	164	497	288	0.640	0.466	606.557	4.711	0	505	291	0.363	0.503	603.589	4.615	0	11	498	284	 	 	 	 	 
3284	165	500	288	0.637	0.466	608.107	4.728	0	507	281	0.360	0.504	604.513	4.623	0	11	498	284	 	 	 	 	 
3304	166	496	290	0.633	0.467	608.107	4.798	0	505	276	0.357	0.506	604.512	4.626	0	11	498	284	 	 	 	 	 
3324	167	539	388	0.629	0.469	608.108	4.772	0	554	406	0.353	0.509	604.513	4.600	0	 	 	 	 	 	 	 	 
3344	168	570	458	0.625	0.470	608.108	4.795	0	581	490	0.349	0.512	604.514	4.601	0	 	 	 	 	 	 	 	 
3364	169	575	460	0.621	0.471	608.108	4.821	0	587	507	0.345	0.514	604.514	4.574	0	 	 	 	 	 	 	 	 
3384	170	611	545	0.618	0.471	606.392	4.803	0	626	612	0.342	0.516	604.305	4.585	0	 	 	 	 	 	 	 	 
3404	171	577	462	0.615	0.472	606.392	4.826	0	578	484	0.338	0.519	604.304	4.649	0	12	578	477	 	 	 	 	 
3424	172	570	456	0.612	0.472	606.392	4.798	0	583	491	0.335	0.521	604.304	4.618	0	12	578	477	 	 	 	 	 
3444	173	578	463	0.609	0.473	606.392	4.802	0	585	487	0.332	0.524	604.304	4.616	0	12	578	477	 	 	 	 	 
3464	174	570	459	0.606	0.473	606.392	4.816	0	582	490	0.330	0.526	604.304	4.668	0	12	578	477	 	 	 	 	 
3484	175	568	463	0.604	0.473	603.919	4.783	0	585	497	0.328	0.527	602.494	4.639	0	12	578	477	 	 	 	 	 
3504	176	577	466	0.603	0.474	603.919	4.853	0	582	481	0.326	0.529	602.494	4.653	0	12	578	477	 	 	 	 	 
3524	177	574	469	0.601	0.474	603.919	4.883	0	582	505	0.325	0.530	602.494	4.670	0	12	578	477	 	 	 	 	 
3544	178	661	494	0.599	0.474	603.920	4.882	0	680	503	0.322	0.532	602.495	4.718	0	 	 	 	 	 	 	 	 
3563	179	655	494	0.598	0.475	603.920	4.891	0	674	526	0.321	0.533	602.495	4.719	0	 	 	 	 	 	 	 	 
3583	180	682	507	0.597	0.475	602.237	4.896	0	705	546	0.321	0.534	599.981	4.726	0	 	 	 	 	 	 	 	 
3603	181	656	498	0.597	0.475	602.237	4.941	0	671	531	0.320	0.534	599.981	4.677	0	13	666	518	 	 	 	 	 
3623	182	654	493	0.597	0.475	602.236	4.929	0	674	528	0.320	0.535	599.981	4.735	0	13	666	518	 	 	 	 	 
3643	183	661	503	0.597	0.476	602.237	4.970	0	673	529	0.320	0.535	599.981	4.745	0	13	666	518	 	 	 	 	 
3663	184	661	492	0.598	0.476	602.237	4.972	0	672	522	0.321	0.535	599.981	4.742	0	13	666	518	 	 	 	 	 
3683	185	662	493	0.598	0.477	601.247	4.971	0	673	523	0.321	0.536	598.487	4.767	0	13	666	518	 	 	 	 	 
3703	186	663	504	0.599	0.477	601.247	4.986	0	674	526	0.322	0.536	598.487	4.748	0	13	666	518	 	 	 	 	 
3723	187	668	503	0.600	0.477	601.247	5.039	0	671	527	0.322	0.536	598.487	4.786	0	13	666	518	 	 	 	 	 
3743	188	666	512	0.600	0.478	601.247	5.029	0	673	529	0.323	0.536	598.487	4.766	0	13	666	518	 	 	 	 	 
3763	189	666	501	0.601	0.478	601.247	5.028	0	673	542	0.323	0.536	598.487	4.784	0	13	666	518	 	 	 	 	 
3783	190	668	504	0.602	0.478	600.736	5.051	0	671	547	0.324	0.536	597.489	4.793	0	13	666	518	 	 	 	 	 
3803	191	664	502	0.603	0.479	600.736	5.069	0	675	540	0.325	0.537	597.489	4.786	0	13	666	518	 	 	 	 	 
3823	192	662	504	0.604	0.479	600.736	5.061	0	667	541	0.326	0.536	597.489	4.780	0	13	666	518	 	 	 	 	 
3842	193	660	504	0.604	0.479	600.736	5.048	0	674	535	0.326	0.536	597.489	4.801	0	13	666	518	 	 	 	 	 
3862	194	657	507	0.605	0.479	600.735	5.080	0	674	536	0.327	0.536	597.489	4.838	0	13	666	518	 	 	 	 	 
3882	195	655	510	0.606	0.478	599.821	5.066	0	672	533	0.328	0.535	598.218	4.851	0	13	666	518	 	 	 	 	 
3902	196	658	499	0.607	0.478	599.821	5.064	0	675	523	0.328	0.535	598.218	4.853	0	13	666	518	 	 	 	 	 
3922	197	660	521	0.608	0.479	599.821	5.087	0	663	558	0.329	0.535	598.218	4.863	0	13	666	518	 	 	 	 	 
3942	198	541	746	0.609	0.482	599.819	5.253	0	540	801	0.332	0.538	598.216	4.901	0	 	 	 	 	 	 	 	 
3962	199	503	835	0.611	0.483	599.819	5.122	0	507	884	0.333	0.539	598.216	4.886	0	 	 	 	 	 	 	 	 
3982	200	459	936	0.612	0.484	597.415	5.160	0	453	999	0.334	0.539	596.457	4.917	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 
