RecordingTimestamp	GazePointIndex	GazePointXLeft	GazePointYLeft	CamX(L)	CamY(L)	DistanceLeft	Pupil(L)	Validity(L)	GazePointXRight	GazePointYRight	CamX(R)	CamY(R)	DistanceRight	Pupil(R)	Validity(R)	Fixation	GazePointX	GazePointY	Event	EventKey	Data 1	Data 2	Description
610	31	639	548	0.582	0.268	518.593	4.372	0	679	542	0.270	0.276	513.476	4.627	0	3	657	551	 	 	 	 	 
630	32	641	552	0.583	0.268	518.593	4.349	0	674	544	0.271	0.275	513.476	4.658	0	3	657	551	 	 	 	 	 
650	33	636	552	0.583	0.268	518.593	4.336	0	668	552	0.272	0.275	513.476	4.601	0	3	657	551	 	 	 	 	 
670	34	635	554	0.584	0.268	518.593	4.361	0	669	545	0.272	0.275	513.476	4.601	0	3	657	551	 	 	 	 	 
690	35	635	562	0.585	0.268	516.409	4.328	0	664	546	0.273	0.275	514.552	4.609	0	3	657	551	 	 	 	 	 
709	36	637	570	0.585	0.269	516.409	4.301	0	669	540	0.273	0.276	514.552	4.580	0	3	657	551	 	 	 	 	 
729	37	-1280	-1024	0.274	0.276	-1.000	-1.000	4	674	542	0.274	0.276	514.552	4.600	0	3	657	551	 	 	 	 	 
749	38	-1280	-1024	0.274	0.277	-1.000	-1.000	4	664	562	0.274	0.277	514.552	4.611	0	3	657	551	 	 	 	 	 
769	39	-1280	-1024	0.275	0.278	-1.000	-1.000	4	621	681	0.275	0.278	514.551	4.574	0	 	 	 	 	 	 	 	 
789	40	-1280	-1024	0.276	0.278	-1.000	-1.000	4	617	701	0.276	0.278	513.268	4.575	0	 	 	 	 	 	 	 	 
809	41	-1280	-1024	0.275	0.278	-1.000	-1.000	4	599	747	0.275	0.278	513.268	4.531	0	4	589	755	 	 	 	 	 
829	42	569	775	0.586	0.271	513.263	4.186	0	597	745	0.275	0.277	513.268	4.566	0	4	589	755	 	 	 	 	 
849	43	-1280	-1024	0.275	0.277	-1.000	-1.000	4	596	749	0.275	0.277	513.268	4.553	0	4	589	755	 	 	 	 	 
869	44	582	787	0.585	0.271	513.263	4.215	0	599	750	0.274	0.278	513.268	4.543	0	4	589	755	 	 	 	 	 
889	45	582	786	0.584	0.272	514.045	4.221	0	598	748	0.273	0.279	514.049	4.565	0	4	589	755	 	 	 	 	 
909	46	-1280	-1024	0.273	0.279	-1.000	-1.000	4	600	742	0.273	0.279	514.049	4.526	0	4	589	755	 	 	 	 	 
929	47	-1280	-1024	0.272	0.280	-1.000	-1.000	4	591	753	0.272	0.280	514.049	4.551	0	4	589	755	 	 	 	 	 
949	48	-1280	-1024	0.271	0.280	-1.000	-1.000	4	594	747	0.271	0.280	514.049	4.551	0	4	589	755	 	 	 	 	 
969	49	569	769	0.582	0.272	514.044	4.220	0	591	744	0.271	0.280	514.049	4.525	0	4	589	755	 	 	 	 	 
989	50	569	769	0.582	0.272	513.569	4.217	0	587	749	0.270	0.280	513.573	4.534	0	4	589	755	 	 	 	 	 
1008	51	482	762	0.582	0.272	513.567	4.198	0	503	730	0.271	0.280	513.572	4.560	0	 	 	 	 	 	 	 	 
1028	52	-1280	-1024	0.273	0.280	-1.000	-1.000	4	336	691	0.273	0.280	513.568	4.458	0	 	 	 	 	 	 	 	 
1048	53	236	748	0.584	0.273	513.561	4.127	0	249	692	0.274	0.280	513.566	4.481	0	 	 	 	 	 	 	 	 
1068	54	-1280	-1024	0.273	0.281	-1.000	-1.000	4	253	688	0.273	0.281	513.566	4.507	0	 	 	 	 	 	 	 	 
1088	55	-1280	-1024	0.272	0.281	-1.000	-1.000	4	119	660	0.272	0.281	513.957	4.460	0	 	 	 	 	 	 	 	 
1108	56	-1280	-1024	0.272	0.281	-1.000	-1.000	4	255	680	0.272	0.281	513.960	4.502	0	 	 	 	 	 	 	 	 
1128	57	-1280	-1024	0.271	0.280	-1.000	-1.000	4	245	683	0.271	0.280	513.960	4.480	0	 	 	 	 	 	 	 	 
1148	58	-1280	-1024	0.271	0.280	-1.000	-1.000	4	248	692	0.271	0.280	513.960	4.561	0	 	 	 	 	 	 	 	 
1168	59	-1280	-1024	0.270	0.280	-1.000	-1.000	4	251	688	0.270	0.280	513.960	4.480	0	 	 	 	 	 	 	 	 
1188	60	-1280	-1024	0.270	0.280	-1.000	-1.000	4	246	691	0.270	0.280	514.343	4.490	0	 	 	 	 	 	 	 	 
1208	61	350	640	0.580	0.271	514.341	4.287	0	400	607	0.268	0.279	514.346	4.492	0	 	 	 	 	 	 	 	 
1228	62	-1280	-1024	0.265	0.278	-1.000	-1.000	4	655	490	0.265	0.278	514.352	4.613	0	 	 	 	 	 	 	 	 
1248	63	-1280	-1024	0.263	0.277	-1.000	-1.000	4	717	465	0.263	0.277	514.353	4.543	0	 	 	 	 	 	 	 	 
1268	64	689	492	0.573	0.266	514.349	4.281	0	710	462	0.262	0.276	514.353	4.512	0	 	 	 	 	 	 	 	 
1288	65	689	487	0.572	0.264	516.545	4.298	0	872	381	0.261	0.275	514.158	4.555	0	 	 	 	 	 	 	 	 
1308	66	693	479	0.572	0.263	516.545	4.245	0	709	459	0.260	0.273	514.155	4.492	0	5	706	476	 	 	 	 	 
1327	67	688	487	0.571	0.262	516.545	4.271	0	710	464	0.260	0.272	514.155	4.444	0	5	706	476	 	 	 	 	 
1347	68	691	464	0.571	0.261	516.545	4.260	0	709	456	0.259	0.271	514.155	4.481	0	5	706	476	 	 	 	 	 
1367	69	694	472	0.570	0.260	516.545	4.258	0	710	467	0.259	0.270	514.155	4.472	0	5	706	476	 	 	 	 	 
1387	70	692	466	0.570	0.260	517.762	4.279	0	711	465	0.259	0.271	515.184	4.464	0	5	706	476	 	 	 	 	 
1407	71	691	471	0.569	0.261	517.762	4.257	0	714	467	0.258	0.271	515.184	4.451	0	5	706	476	 	 	 	 	 
1427	72	686	469	0.569	0.261	517.762	4.241	0	712	461	0.258	0.272	515.184	4.428	0	5	706	476	 	 	 	 	 
1447	73	689	477	0.569	0.262	517.762	4.243	0	713	465	0.258	0.273	515.184	4.446	0	5	706	476	 	 	 	 	 
1467	74	693	472	0.568	0.262	517.762	4.238	0	719	458	0.257	0.274	515.184	4.425	0	5	706	476	 	 	 	 	 
1487	75	691	470	0.568	0.263	518.630	4.235	0	718	455	0.257	0.275	515.052	4.415	0	5	706	476	 	 	 	 	 
1507	76	689	465	0.568	0.263	518.630	4.208	0	712	459	0.257	0.275	515.052	4.392	0	5	706	476	 	 	 	 	 
1527	77	698	473	0.567	0.264	518.630	4.203	0	716	470	0.257	0.276	515.052	4.418	0	5	706	476	 	 	 	 	 
1547	78	695	471	0.567	0.264	518.630	4.182	0	710	460	0.256	0.277	515.052	4.452	0	5	706	476	 	 	 	 	 
1566	 	 	 	 	 	 	 	5	 	 	 	 	 	 	5	 	 	 	LMouseButton	1	-561	520	
1567	79	693	460	0.567	0.265	518.630	4.221	0	717	463	0.256	0.279	515.052	4.459	0	5	706	476	 	 	 	 	 
1587	80	697	464	0.566	0.266	518.309	4.211	0	718	466	0.255	0.280	515.283	4.488	0	5	706	476	 	 	 	 	 
1606	81	697	475	0.566	0.266	518.309	4.168	0	713	460	0.255	0.280	515.282	4.447	0	5	706	476	 	 	 	 	 
1626	82	693	461	0.565	0.266	518.309	4.143	0	715	463	0.255	0.281	515.282	4.471	0	5	706	476	 	 	 	 	 
1646	83	694	479	0.564	0.266	518.309	4.158	0	715	458	0.254	0.280	515.282	4.456	0	5	706	476	 	 	 	 	 
1666	84	694	473	0.564	0.265	518.309	4.118	0	716	463	0.254	0.280	515.282	4.489	0	5	706	476	 	 	 	 	 
1686	85	692	469	0.564	0.265	519.094	4.111	0	718	458	0.254	0.279	517.360	4.518	0	5	706	476	 	 	 	 	 
1706	86	693	470	0.564	0.264	519.094	4.179	0	716	459	0.253	0.279	517.360	4.445	0	5	706	476	 	 	 	 	 
1726	87	707	489	0.563	0.264	519.094	4.131	0	714	480	0.253	0.280	517.360	4.517	0	5	706	476	 	 	 	 	 
1746	88	700	491	0.563	0.265	519.094	4.156	0	716	479	0.253	0.280	517.360	4.466	0	5	706	476	 	 	 	 	 
1766	89	698	500	0.564	0.265	519.094	4.141	0	716	480	0.254	0.281	517.360	4.503	0	5	706	476	 	 	 	 	 
1786	90	704	511	0.564	0.266	519.862	4.127	0	715	496	0.254	0.281	515.837	4.518	0	5	706	476	 	 	 	 	 
1806	91	699	491	0.564	0.266	519.862	4.134	0	716	484	0.254	0.281	515.837	4.437	0	5	706	476	 	 	 	 	 
1826	92	700	487	0.565	0.266	519.862	4.135	0	715	484	0.255	0.281	515.837	4.465	0	5	706	476	 	 	 	 	 
1846	93	697	495	0.565	0.266	519.861	4.093	0	721	472	0.255	0.281	515.837	4.438	0	5	706	476	 	 	 	 	 
1866	94	700	488	0.566	0.267	519.862	4.158	0	715	478	0.256	0.281	515.837	4.446	0	5	706	476	 	 	 	 	 
1886	95	700	490	0.566	0.267	519.297	4.146	0	716	473	0.256	0.281	516.335	4.458	0	5	706	476	 	 	 	 	 
1906	96	696	494	0.567	0.267	519.297	4.111	0	719	479	0.257	0.282	516.335	4.408	0	5	706	476	 	 	 	 	 
1925	97	703	492	0.567	0.268	519.297	4.099	0	721	479	0.257	0.282	516.335	4.377	0	5	706	476	 	 	 	 	 
1945	98	692	495	0.567	0.269	519.296	4.086	0	713	489	0.257	0.282	516.335	4.365	0	5	706	476	 	 	 	 	 
1965	99	699	500	0.568	0.269	519.297	4.100	0	726	481	0.257	0.282	516.336	4.416	0	5	706	476	 	 	 	 	 
1985	100	700	500	0.568	0.269	519.478	4.092	0	725	485	0.257	0.282	515.618	4.392	0	5	706	476	 	 	 	 	 
2005	101	700	501	0.568	0.269	519.478	4.110	0	716	484	0.257	0.282	515.618	4.381	0	5	706	476	 	 	 	 	 
2025	102	699	486	0.568	0.268	519.478	4.107	0	719	485	0.258	0.282	515.618	4.357	0	5	706	476	 	 	 	 	 
2045	103	698	487	0.568	0.268	519.478	4.103	0	721	476	0.257	0.281	515.618	4.372	0	5	706	476	 	 	 	 	 
2065	104	698	500	0.568	0.268	519.478	4.095	0	720	490	0.257	0.282	515.618	4.395	0	5	706	476	 	 	 	 	 
2085	105	698	495	0.568	0.268	518.768	4.086	0	722	488	0.257	0.282	515.800	4.389	0	5	706	476	 	 	 	 	 
2105	106	555	486	0.569	0.269	518.765	4.079	0	580	449	0.259	0.282	515.797	4.364	0	 	 	 	 	 	 	 	 
2125	107	407	496	0.571	0.270	518.761	4.085	0	415	461	0.261	0.282	515.794	4.327	0	 	 	 	 	 	 	 	 
2145	108	347	502	0.572	0.270	518.760	4.105	0	355	459	0.262	0.283	515.792	4.426	0	 	 	 	 	 	 	 	 
2165	109	339	495	0.572	0.270	518.760	4.127	0	364	476	0.262	0.282	515.792	4.363	0	 	 	 	 	 	 	 	 
2185	110	236	511	0.572	0.269	513.848	4.101	0	246	486	0.262	0.282	513.296	4.349	0	 	 	 	 	 	 	 	 
2205	111	352	513	0.573	0.269	513.850	4.067	0	369	480	0.262	0.282	513.298	4.359	0	6	356	497	 	 	 	 	 
2224	112	341	510	0.573	0.269	513.850	4.065	0	361	475	0.262	0.281	513.298	4.396	0	6	356	497	 	 	 	 	 
2244	113	352	520	0.573	0.269	513.850	4.034	0	360	475	0.262	0.281	513.298	4.345	0	6	356	497	 	 	 	 	 
2264	114	354	519	0.574	0.270	513.850	4.076	0	364	482	0.262	0.282	513.298	4.379	0	6	356	497	 	 	 	 	 
2284	115	352	522	0.574	0.270	513.334	4.065	0	360	482	0.262	0.282	512.705	4.382	0	6	356	497	 	 	 	 	 
2304	116	352	509	0.574	0.270	513.334	4.092	0	368	480	0.263	0.282	512.705	4.348	0	6	356	497	 	 	 	 	 
2324	117	347	508	0.574	0.270	513.334	4.095	0	365	486	0.263	0.282	512.705	4.343	0	6	356	497	 	 	 	 	 
2344	118	253	553	0.575	0.270	513.332	3.937	0	252	474	0.264	0.281	512.703	4.333	0	 	 	 	 	 	 	 	 
2364	119	172	515	0.576	0.269	513.330	4.002	0	172	466	0.265	0.281	512.701	4.311	0	 	 	 	 	 	 	 	 
2384	120	119	514	0.576	0.269	517.907	3.991	0	125	466	0.265	0.280	511.580	4.294	0	 	 	 	 	 	 	 	 
2404	121	163	496	0.576	0.269	517.908	4.062	0	189	473	0.265	0.280	511.582	4.282	0	7	185	492	 	 	 	 	 
2424	122	163	495	0.576	0.269	517.908	4.035	0	188	466	0.265	0.280	511.582	4.294	0	7	185	492	 	 	 	 	 
2444	123	170	506	0.576	0.268	517.908	4.021	0	185	459	0.264	0.280	511.581	4.304	0	7	185	492	 	 	 	 	 
2464	124	170	499	0.576	0.268	517.908	4.047	0	186	470	0.264	0.280	511.581	4.312	0	7	185	492	 	 	 	 	 
2484	125	198	533	0.576	0.268	504.693	3.931	0	184	465	0.264	0.280	511.304	4.321	0	7	185	492	 	 	 	 	 
2503	126	197	533	0.576	0.268	504.693	3.966	0	190	469	0.264	0.280	511.305	4.298	0	7	185	492	 	 	 	 	 
2523	127	197	537	0.576	0.268	504.693	3.980	0	182	464	0.264	0.279	511.304	4.315	0	7	185	492	 	 	 	 	 
2543	128	191	525	0.576	0.268	504.693	4.005	0	188	470	0.263	0.280	511.305	4.319	0	7	185	492	 	 	 	 	 
2563	129	357	518	0.573	0.267	504.697	4.058	0	381	470	0.261	0.280	511.309	4.394	0	 	 	 	 	 	 	 	 
2583	130	358	494	0.571	0.267	513.441	4.147	0	393	464	0.259	0.280	513.256	4.428	0	 	 	 	 	 	 	 	 
2603	131	523	493	0.571	0.267	513.445	4.138	0	539	454	0.259	0.280	513.260	4.418	0	8	529	475	 	 	 	 	 
2623	132	524	499	0.571	0.268	513.445	4.102	0	533	456	0.259	0.281	513.259	4.352	0	8	529	475	 	 	 	 	 
2643	133	524	492	0.571	0.268	513.445	4.124	0	537	457	0.258	0.281	513.260	4.392	0	8	529	475	 	 	 	 	 
2663	134	523	491	0.571	0.268	513.445	4.149	0	542	458	0.258	0.281	513.260	4.415	0	8	529	475	 	 	 	 	 
2683	135	524	491	0.570	0.268	513.868	4.141	0	540	462	0.258	0.281	511.790	4.380	0	8	529	475	 	 	 	 	 
2703	136	520	497	0.571	0.268	513.868	4.164	0	536	463	0.258	0.281	511.790	4.378	0	8	529	475	 	 	 	 	 
2723	137	519	489	0.570	0.267	513.868	4.130	0	533	456	0.258	0.281	511.790	4.393	0	8	529	475	 	 	 	 	 
2743	138	516	484	0.570	0.267	513.868	4.209	0	538	460	0.258	0.281	511.790	4.358	0	8	529	475	 	 	 	 	 
2763	139	652	514	0.569	0.267	513.871	4.134	0	668	482	0.257	0.281	511.793	4.447	0	9	686	495	 	 	 	 	 
2783	140	661	506	0.568	0.267	516.044	4.151	0	679	481	0.256	0.281	511.938	4.453	0	9	686	495	 	 	 	 	 
2802	141	679	502	0.568	0.268	516.044	4.173	0	698	494	0.256	0.281	511.938	4.436	0	9	686	495	 	 	 	 	 
2822	142	676	495	0.568	0.268	516.044	4.203	0	692	486	0.256	0.282	511.938	4.363	0	9	686	495	 	 	 	 	 
2842	143	677	495	0.568	0.268	516.044	4.191	0	692	491	0.256	0.282	511.938	4.362	0	9	686	495	 	 	 	 	 
2862	144	676	503	0.568	0.268	516.044	4.193	0	696	491	0.255	0.281	511.938	4.387	0	9	686	495	 	 	 	 	 
2882	145	675	499	0.568	0.268	516.240	4.208	0	693	490	0.255	0.281	511.168	4.339	0	9	686	495	 	 	 	 	 
2902	146	681	508	0.568	0.267	516.240	4.222	0	702	480	0.255	0.281	511.169	4.452	0	9	686	495	 	 	 	 	 
2922	147	679	499	0.568	0.267	516.240	4.209	0	697	490	0.255	0.281	511.169	4.394	0	9	686	495	 	 	 	 	 
2942	148	677	498	0.568	0.267	516.240	4.206	0	703	482	0.255	0.281	511.169	4.439	0	9	686	495	 	 	 	 	 
2962	149	679	506	0.568	0.267	516.240	4.198	0	700	495	0.255	0.281	511.169	4.429	0	9	686	495	 	 	 	 	 
2982	150	677	500	0.568	0.268	516.488	4.191	0	698	501	0.255	0.282	510.384	4.403	0	9	686	495	 	 	 	 	 
3002	151	687	504	0.568	0.268	516.488	4.227	0	702	495	0.255	0.282	510.384	4.439	0	9	686	495	 	 	 	 	 
3022	152	679	506	0.568	0.268	516.488	4.193	0	703	492	0.255	0.282	510.384	4.430	0	9	686	495	 	 	 	 	 
3042	153	657	341	0.567	0.266	516.488	4.225	0	689	345	0.256	0.280	510.383	4.455	0	 	 	 	 	 	 	 	 
3062	154	623	186	0.567	0.264	516.487	4.246	0	664	186	0.257	0.277	510.382	4.485	0	 	 	 	 	 	 	 	 
3082	155	610	142	0.568	0.264	509.778	4.186	0	658	125	0.257	0.277	509.081	4.479	0	 	 	 	 	 	 	 	 
3101	156	626	194	0.568	0.264	509.778	4.182	0	661	180	0.256	0.277	509.081	4.448	0	10	641	183	 	 	 	 	 
3121	157	625	191	0.568	0.265	509.778	4.183	0	654	182	0.256	0.277	509.081	4.451	0	10	641	183	 	 	 	 	 
3141	158	623	191	0.568	0.265	509.778	4.138	0	658	177	0.256	0.277	509.081	4.486	0	10	641	183	 	 	 	 	 
3161	159	626	188	0.568	0.265	509.778	4.167	0	660	175	0.256	0.278	509.081	4.484	0	10	641	183	 	 	 	 	 
3181	160	625	182	0.568	0.265	510.778	4.163	0	657	176	0.256	0.278	508.774	4.495	0	10	641	183	 	 	 	 	 
3201	161	623	184	0.568	0.266	510.778	4.194	0	658	174	0.256	0.278	508.774	4.463	0	10	641	183	 	 	 	 	 
3221	162	626	193	0.568	0.265	510.778	4.166	0	658	173	0.256	0.277	508.774	4.490	0	10	641	183	 	 	 	 	 
3241	163	623	197	0.568	0.265	510.778	4.193	0	663	182	0.256	0.277	508.774	4.441	0	10	641	183	 	 	 	 	 
3261	164	594	186	0.568	0.265	510.777	4.201	0	632	166	0.256	0.277	508.773	4.440	0	 	 	 	 	 	 	 	 
3281	165	592	196	0.569	0.264	509.667	4.185	0	631	170	0.258	0.276	508.205	4.435	0	 	 	 	 	 	 	 	 
3301	166	376	174	0.570	0.265	509.662	4.087	0	399	137	0.259	0.276	508.199	4.439	0	11	393	153	 	 	 	 	 
3321	167	379	168	0.571	0.265	509.662	4.122	0	413	129	0.259	0.277	508.200	4.415	0	11	393	153	 	 	 	 	 
3341	168	375	167	0.571	0.265	509.662	4.075	0	413	130	0.259	0.277	508.200	4.393	0	11	393	153	 	 	 	 	 
3361	169	377	165	0.571	0.265	509.662	4.075	0	407	137	0.259	0.277	508.199	4.352	0	11	393	153	 	 	 	 	 
3381	170	380	168	0.571	0.265	507.821	4.066	0	414	134	0.259	0.277	507.912	4.325	0	11	393	153	 	 	 	 	 
3400	171	375	176	0.571	0.265	507.821	4.068	0	410	138	0.259	0.277	507.912	4.362	0	11	393	153	 	 	 	 	 
3420	172	368	175	0.571	0.265	507.821	4.071	0	411	135	0.259	0.277	507.912	4.366	0	11	393	153	 	 	 	 	 
3440	173	375	174	0.571	0.265	507.821	4.084	0	413	135	0.259	0.277	507.912	4.378	0	11	393	153	 	 	 	 	 
3460	174	375	182	0.571	0.266	507.821	4.055	0	408	134	0.259	0.278	507.912	4.347	0	11	393	153	 	 	 	 	 
3480	175	373	180	0.571	0.266	508.205	4.062	0	410	134	0.259	0.278	507.469	4.347	0	11	393	153	 	 	 	 	 
3500	176	372	184	0.571	0.267	508.205	4.048	0	414	132	0.259	0.279	507.470	4.412	0	11	393	153	 	 	 	 	 
3520	177	441	275	0.570	0.268	508.206	4.096	0	470	238	0.259	0.280	507.471	4.401	0	 	 	 	 	 	 	 	 
3540	178	559	469	0.567	0.269	508.209	4.101	0	567	449	0.258	0.282	507.473	4.341	0	 	 	 	 	 	 	 	 
3560	179	607	563	0.567	0.270	508.210	4.122	0	633	558	0.257	0.283	507.475	4.417	0	 	 	 	 	 	 	 	 
3580	180	692	671	0.567	0.270	516.101	4.215	0	708	683	0.256	0.283	512.841	4.442	0	 	 	 	 	 	 	 	 
3600	181	605	556	0.567	0.270	516.099	4.177	0	630	548	0.255	0.283	512.839	4.486	0	12	617	549	 	 	 	 	 
3620	182	603	549	0.566	0.270	516.099	4.201	0	624	552	0.255	0.283	512.838	4.497	0	12	617	549	 	 	 	 	 
3640	183	609	558	0.566	0.270	516.099	4.208	0	628	539	0.255	0.283	512.839	4.491	0	12	617	549	 	 	 	 	 
3660	184	608	558	0.566	0.270	516.099	4.188	0	631	542	0.255	0.283	512.839	4.503	0	12	617	549	 	 	 	 	 
3680	185	609	557	0.566	0.270	516.049	4.202	0	629	539	0.254	0.284	513.616	4.515	0	12	617	549	 	 	 	 	 
3699	186	608	556	0.566	0.270	516.049	4.197	0	629	540	0.254	0.284	513.616	4.516	0	12	617	549	 	 	 	 	 
3719	187	606	557	0.566	0.270	516.049	4.223	0	625	550	0.254	0.284	513.616	4.567	0	12	617	549	 	 	 	 	 
3739	188	609	550	0.566	0.270	516.049	4.224	0	628	539	0.254	0.284	513.616	4.546	0	12	617	549	 	 	 	 	 
3759	189	607	556	0.566	0.270	516.049	4.252	0	632	542	0.254	0.283	513.616	4.544	0	12	617	549	 	 	 	 	 
3779	190	606	553	0.565	0.269	516.987	4.276	0	631	547	0.253	0.283	512.333	4.555	0	12	617	549	 	 	 	 	 
3799	191	685	531	0.565	0.269	516.988	4.240	0	707	523	0.253	0.283	512.335	4.575	0	13	698	525	 	 	 	 	 
3819	192	684	534	0.566	0.269	516.988	4.248	0	709	517	0.254	0.283	512.335	4.544	0	13	698	525	 	 	 	 	 
3839	193	680	521	0.566	0.270	516.988	4.281	0	718	514	0.254	0.284	512.335	4.598	0	13	698	525	 	 	 	 	 
3859	194	691	531	0.566	0.270	516.989	4.251	0	713	521	0.254	0.284	512.335	4.543	0	13	698	525	 	 	 	 	 
3879	195	690	529	0.566	0.271	517.208	4.266	0	717	514	0.254	0.284	513.594	4.549	0	13	698	525	 	 	 	 	 
3899	196	680	529	0.567	0.272	517.208	4.276	0	705	540	0.254	0.285	513.594	4.535	0	13	698	525	 	 	 	 	 
3919	197	584	676	0.567	0.274	517.206	4.232	0	588	678	0.256	0.287	513.591	4.505	0	 	 	 	 	 	 	 	 
3939	198	520	782	0.568	0.275	517.204	4.243	0	523	774	0.257	0.288	513.590	4.558	0	 	 	 	 	 	 	 	 
3959	199	520	759	0.569	0.276	517.204	4.195	0	526	772	0.257	0.289	513.590	4.508	0	 	 	 	 	 	 	 	 
3979	200	434	881	0.569	0.277	518.193	4.178	0	430	891	0.257	0.290	512.414	4.494	0	 	 	 	 	 	 	 	 
